species,value,species_mod,aphia_id,sens
Monoculodes,33.01,Monoculodes,101694,ES100avg_2012
Monoculodes,17.12,Monoculodes,101694,ES100min5_2012
Monoculodes,1,Monoculodes,101694,AMBI_EG
Monoculodes packardi,20.23,Monoculodes packardi,102892,ES100avg_2018
Monoculodes packardi,23.14,Monoculodes packardi,102892,ES100avg_2012
Monoculodes packardi,10.43,Monoculodes packardi,102892,ES100min5_2018
Monoculodes packardi,11.35,Monoculodes packardi,102892,ES100min5_2012
Monoculodes packardi,1,Monoculodes packardi,102892,AMBI_EG
Montacuta substriata,30.35,Montacuta substriata,140377,ES100avg_2012
Montacuta substriata,17.59,Montacuta substriata,140377,ES100min5_2012
Montacuta substriata,2,Montacuta substriata,140377,AMBI_EG
Musculus discors,32.06,Musculus discors,140472,ES100avg_2018
Musculus discors,11.56,Musculus discors,140472,ES100min5_2018
Musculus discors,1,Musculus discors,140472,AMBI_EG
Musculus niger,32.43,Musculus niger,140474,ES100avg_2018
Musculus niger,30.26,Musculus niger,140474,ES100avg_2012
Musculus niger,13.27,Musculus niger,140474,ES100min5_2018
Musculus niger,16.55,Musculus niger,140474,ES100min5_2012
Musculus niger,1,Musculus niger,140474,AMBI_EG
Mya,20.36,Mya,138211,ES100avg_2012
Mya,7.72,Mya,138211,ES100min5_2012
Mya,2,Mya,138211,AMBI_EG
Mya arenaria,19.5,Mya arenaria,140430,ES100avg_2018
Mya arenaria,14.31,Mya arenaria,140430,ES100avg_2012
Mya arenaria,4.43,Mya arenaria,140430,ES100min5_2018
Mya arenaria,4.58,Mya arenaria,140430,ES100min5_2012
Mya arenaria,2,Mya arenaria,140430,AMBI_EG
Mya truncata,25.97,Mya truncata,140431,ES100avg_2018
Mya truncata,22.23,Mya truncata,140431,ES100avg_2012
Mya truncata,7.61,Mya truncata,140431,ES100min5_2018
Mya truncata,14.42,Mya truncata,140431,ES100min5_2012
Mya truncata,2,Mya truncata,140431,AMBI_EG
Myriochele,26.28,Myriochele,129426,ES100avg_2012
Myriochele,9.42,Myriochele,129426,ES100min5_2012
Myriochele,3,Myriochele,129426,AMBI_EG
Myriochele danielsseni,30.18,Myriochele danielsseni,130540,ES100avg_2018
Myriochele danielsseni,11.61,Myriochele danielsseni,130540,ES100min5_2018
Myriochele danielsseni,3,Myriochele danielsseni,130540,AMBI_EG
Myriochele heeri,25.99,Myriochele heeri,130542,ES100avg_2018
Myriochele heeri,19.44,Myriochele heeri,130542,ES100avg_2012
Myriochele heeri,9.49,Myriochele heeri,130542,ES100min5_2018
Myriochele heeri,12.23,Myriochele heeri,130542,ES100min5_2012
Myriochele heeri,3,Myriochele heeri,130542,AMBI_EG
Myriochele olgae,19.36,Myriochele olgae,329073,ES100avg_2018
Myriochele olgae,12.77,Myriochele olgae,329073,ES100min5_2018
Myriochele olgae,2,Myriochele olgae,329073,AMBI_EG
Myrtea spinifera,29.85,Myrtea spinifera,140287,ES100avg_2018
Myrtea spinifera,27.23,Myrtea spinifera,140287,ES100avg_2012
Myrtea spinifera,2.85,Myrtea spinifera,140287,ES100min5_2018
Myrtea spinifera,8.15,Myrtea spinifera,140287,ES100min5_2012
Myrtea spinifera,2,Myrtea spinifera,140287,AMBI_EG
Mysia undata,27.93,Mysia undata,140728,ES100avg_2018
Mysia undata,26.19,Mysia undata,140728,ES100avg_2012
Mysia undata,14.49,Mysia undata,140728,ES100min5_2018
Mysia undata,15.18,Mysia undata,140728,ES100min5_2012
Mysia undata,1,Mysia undata,140728,AMBI_EG
Mytilidae,20.24,Mytilidae,211,ES100avg_2012
Mytilidae,10.71,Mytilidae,211,ES100min5_2012
Mytilus edulis,13.72,Mytilus edulis,140480,ES100avg_2012
Mytilus edulis,6.69,Mytilus edulis,140480,ES100min5_2012
Mytilus edulis,3,Mytilus edulis,140480,AMBI_EG
Naineris quadricuspida,10.89,Naineris quadricuspida,130517,ES100avg_2018
Naineris quadricuspida,4.01,Naineris quadricuspida,130517,ES100min5_2018
Naineris quadricuspida,1,Naineris quadricuspida,130517,AMBI_EG
Natatolana borealis,34.86,Natatolana borealis,118859,ES100avg_2018
Natatolana borealis,34.57,Natatolana borealis,118859,ES100avg_2012
Natatolana borealis,11.02,Natatolana borealis,118859,ES100min5_2018
Natatolana borealis,16.81,Natatolana borealis,118859,ES100min5_2012
Natatolana borealis,2,Natatolana borealis,118859,AMBI_EG
Nebalia,15.58,Nebalia,147031,ES100avg_2018
Nebalia,8.13,Nebalia,147031,ES100avg_2012
Nebalia,3.07,Nebalia,147031,ES100min5_2018
Nebalia,9.4,Nebalia,147031,ES100min5_2012
Nebalia,5,Nebalia,147031,AMBI_EG
Nebalia bipes,16.95,Nebalia bipes,147032,ES100avg_2018
Nebalia bipes,16.75,Nebalia bipes,147032,ES100avg_2012
Nebalia bipes,3.19,Nebalia bipes,147032,ES100min5_2018
Nebalia bipes,5.71,Nebalia bipes,147032,ES100min5_2012
Nebalia bipes,5,Nebalia bipes,147032,AMBI_EG
Nebalia borealis,13.03,Nebalia borealis,156257,ES100avg_2018
Nebalia borealis,3,Nebalia borealis,156257,ES100min5_2018
Nemertea,23.39,Nemertea,152391,ES100avg_2018
Nemertea,21.93,Nemertea,152391,ES100avg_2012
Nemertea,2.11,Nemertea,152391,ES100min5_2018
Nemertea,4.25,Nemertea,152391,ES100min5_2012
Nemertea,3,Nemertea,152391,AMBI_EG
Neoamphitrite grayi,20.18,Neoamphitrite grayi,131505,ES100avg_2018
Neoamphitrite grayi,21.85,Neoamphitrite grayi,131505,ES100avg_2012
Neoamphitrite grayi,11.62,Neoamphitrite grayi,131505,ES100min5_2018
Neoamphitrite grayi,11.98,Neoamphitrite grayi,131505,ES100min5_2012
Neoamphitrite grayi,1,Neoamphitrite grayi,131505,AMBI_EG
Neohela monstrosa,29.11,Neohela monstrosa,102108,ES100avg_2018
Neohela monstrosa,26.99,Neohela monstrosa,102108,ES100avg_2012
Neohela monstrosa,15.11,Neohela monstrosa,102108,ES100min5_2018
Neohela monstrosa,15.11,Neohela monstrosa,102108,ES100min5_2012
Neohela monstrosa,1,Neohela monstrosa,102108,AMBI_EG
Neoleanira tetragona,22.73,Neoleanira tetragona,131069,ES100avg_2018
Neoleanira tetragona,20.73,Neoleanira tetragona,131069,ES100avg_2012
Neoleanira tetragona,8.24,Neoleanira tetragona,131069,ES100min5_2018
Neoleanira tetragona,8.56,Neoleanira tetragona,131069,ES100min5_2012
Neoleanira tetragona,2,Neoleanira tetragona,131069,AMBI_EG
Nephasoma (Nephasoma) minutum,27.53,Nephasoma (Nephasoma) minutum,136060,ES100avg_2018
Nephasoma (Nephasoma) minutum,9.31,Nephasoma (Nephasoma) minutum,136060,ES100min5_2018
Nephasoma (Nephasoma) minutum,1,Nephasoma (Nephasoma) minutum,136060,AMBI_EG
Nephtys,28.13,Nephtys,129370,ES100avg_2018
Nephtys,25.18,Nephtys,129370,ES100avg_2012
Nephtys,7.91,Nephtys,129370,ES100min5_2018
Nephtys,6.71,Nephtys,129370,ES100min5_2012
Nephtys,2,Nephtys,129370,AMBI_EG
Nephtys assimilis,26.31,Nephtys assimilis,130353,ES100avg_2018
Nephtys assimilis,6.95,Nephtys assimilis,130353,ES100min5_2018
Nephtys assimilis,2,Nephtys assimilis,130353,AMBI_EG
Nephtys caeca,30.23,Nephtys caeca,130355,ES100avg_2018
Nephtys caeca,26.86,Nephtys caeca,130355,ES100avg_2012
Nephtys caeca,5.98,Nephtys caeca,130355,ES100min5_2018
Nephtys caeca,11.4,Nephtys caeca,130355,ES100min5_2012
Nephtys caeca,2,Nephtys caeca,130355,AMBI_EG
Nephtys ciliata,24.47,Nephtys ciliata,130356,ES100avg_2018
Nephtys ciliata,21.7,Nephtys ciliata,130356,ES100avg_2012
Nephtys ciliata,6.4,Nephtys ciliata,130356,ES100min5_2018
Nephtys ciliata,6.56,Nephtys ciliata,130356,ES100min5_2012
Nephtys ciliata,2,Nephtys ciliata,130356,AMBI_EG
Nephtys cirrosa,25.58,Nephtys cirrosa,130357,ES100avg_2012
Nephtys cirrosa,16.59,Nephtys cirrosa,130357,ES100min5_2012
Nephtys cirrosa,2,Nephtys cirrosa,130357,AMBI_EG
Nephtys hombergii,27.95,Nephtys hombergii,130359,ES100avg_2018
Nephtys hombergii,26.29,Nephtys hombergii,130359,ES100avg_2012
Nephtys hombergii,8.59,Nephtys hombergii,130359,ES100min5_2018
Nephtys hombergii,7.98,Nephtys hombergii,130359,ES100min5_2012
Nephtys hombergii,2,Nephtys hombergii,130359,AMBI_EG
Nephtys hystricis,29.88,Nephtys hystricis,130360,ES100avg_2018
Nephtys hystricis,26.16,Nephtys hystricis,130360,ES100avg_2012
Nephtys hystricis,7.34,Nephtys hystricis,130360,ES100min5_2018
Nephtys hystricis,9.09,Nephtys hystricis,130360,ES100min5_2012
Nephtys hystricis,2,Nephtys hystricis,130360,AMBI_EG
Nephtys incisa,28.25,Nephtys incisa,130362,ES100avg_2018
Nephtys incisa,28.49,Nephtys incisa,130362,ES100avg_2012
Nephtys incisa,11.39,Nephtys incisa,130362,ES100min5_2018
Nephtys incisa,11.19,Nephtys incisa,130362,ES100min5_2012
Nephtys incisa,2,Nephtys incisa,130362,AMBI_EG
Nephtys kersivalensis,28.78,Nephtys kersivalensis,130363,ES100avg_2018
Nephtys kersivalensis,12.47,Nephtys kersivalensis,130363,ES100min5_2018
Nephtys kersivalensis,2,Nephtys kersivalensis,130363,AMBI_EG
Nephtys longosetosa,29.83,Nephtys longosetosa,130364,ES100avg_2018
Nephtys longosetosa,26.68,Nephtys longosetosa,130364,ES100avg_2012
Nephtys longosetosa,7.25,Nephtys longosetosa,130364,ES100min5_2018
Nephtys longosetosa,12.44,Nephtys longosetosa,130364,ES100min5_2012
Nephtys longosetosa,2,Nephtys longosetosa,130364,AMBI_EG
Nephtys paradoxa,26.08,Nephtys paradoxa,130365,ES100avg_2018
Nephtys paradoxa,24.04,Nephtys paradoxa,130365,ES100avg_2012
Nephtys paradoxa,7.11,Nephtys paradoxa,130365,ES100min5_2018
Nephtys paradoxa,8.96,Nephtys paradoxa,130365,ES100min5_2012
Nephtys paradoxa,2,Nephtys paradoxa,130365,AMBI_EG
Nephtys pente,29.26,Nephtys pente,130352,ES100avg_2018
Nephtys pente,8.4,Nephtys pente,130352,ES100min5_2018
Nephtys pente,2,Nephtys pente,130352,AMBI_EG
Nereimyra punctata,26.47,Nereimyra punctata,130185,ES100avg_2018
Nereimyra punctata,18.26,Nereimyra punctata,130185,ES100avg_2012
Nereimyra punctata,2.93,Nereimyra punctata,130185,ES100min5_2018
Nereimyra punctata,5.71,Nereimyra punctata,130185,ES100min5_2012
Nereimyra punctata,3,Nereimyra punctata,130185,AMBI_EG
Nereimyra woodsholea,27.33,Nereimyra woodsholea,532020,ES100avg_2018
Nereimyra woodsholea,9.24,Nereimyra woodsholea,532020,ES100min5_2018
Nereiphylla lutea,35.15,Nereiphylla lutea,130656,ES100avg_2018
Nereiphylla lutea,17.45,Nereiphylla lutea,130656,ES100min5_2018
Nereiphylla lutea,2,Nereiphylla lutea,130656,AMBI_EG
Nereis,5.43,Nereis,129379,ES100avg_2012
Nereis,3.25,Nereis,129379,ES100min5_2012
Nereis,3,Nereis,129379,AMBI_EG
Nereis pelagica,33.67,Nereis pelagica,130404,ES100avg_2018
Nereis pelagica,4.1,Nereis pelagica,130404,ES100min5_2018
Nereis pelagica,3,Nereis pelagica,130404,AMBI_EG
Nereis zonata,40.96,Nereis zonata,130407,ES100avg_2018
Nereis zonata,16.77,Nereis zonata,130407,ES100min5_2018
Nereis zonata,3,Nereis zonata,130407,AMBI_EG
Nicippe tumida,32.8,Nicippe tumida,102944,ES100avg_2018
Nicippe tumida,30.99,Nicippe tumida,102944,ES100avg_2012
Nicippe tumida,11.39,Nicippe tumida,102944,ES100min5_2018
Nicippe tumida,13.29,Nicippe tumida,102944,ES100min5_2012
Nicippe tumida,1,Nicippe tumida,102944,AMBI_EG
Nicomache,33.55,Nicomache,129357,ES100avg_2012
Nicomache,17.69,Nicomache,129357,ES100min5_2012
Nicomache,2,Nicomache,129357,AMBI_EG
Nicomache lumbricalis,32.16,Nicomache lumbricalis,130311,ES100avg_2018
Nicomache lumbricalis,26.34,Nicomache lumbricalis,130311,ES100avg_2012
Nicomache lumbricalis,10.45,Nicomache lumbricalis,130311,ES100min5_2018
Nicomache lumbricalis,14.88,Nicomache lumbricalis,130311,ES100min5_2012
Nicomache lumbricalis,2,Nicomache lumbricalis,130311,AMBI_EG
Nothria conchylega,36.67,Nothria conchylega,130467,ES100avg_2018
Nothria conchylega,33.25,Nothria conchylega,130467,ES100avg_2012
Nothria conchylega,11.16,Nothria conchylega,130467,ES100min5_2018
Nothria conchylega,12.95,Nothria conchylega,130467,ES100min5_2012
Nothria conchylega,2,Nothria conchylega,130467,AMBI_EG
Nothria hyperborea,36.67,Nothria hyperborea,181500,ES100avg_2018
Nothria hyperborea,11.16,Nothria hyperborea,181500,ES100min5_2018
Nothria hyperborea,2,Nothria hyperborea,181500,AMBI_EG
Notomastus latericeus,30.39,Notomastus latericeus,129898,ES100avg_2018
Notomastus latericeus,30.21,Notomastus latericeus,129898,ES100avg_2012
Notomastus latericeus,4.01,Notomastus latericeus,129898,ES100min5_2018
Notomastus latericeus,9.11,Notomastus latericeus,129898,ES100min5_2012
Notomastus latericeus,3,Notomastus latericeus,129898,AMBI_EG
Notoproctus,34.93,Notoproctus,129358,ES100avg_2018
Notoproctus,19.02,Notoproctus,129358,ES100min5_2018
Notoproctus,2,Notoproctus,129358,AMBI_EG
Nototropis nordlandicus,37.14,Nototropis nordlandicus,488962,ES100avg_2018
Nototropis nordlandicus,13.03,Nototropis nordlandicus,488962,ES100min5_2018
Nototropis vedlomensis,34.41,Nototropis vedlomensis,179538,ES100avg_2018
Nototropis vedlomensis,30.21,Nototropis vedlomensis,179538,ES100avg_2012
Nototropis vedlomensis,5.81,Nototropis vedlomensis,179538,ES100min5_2018
Nototropis vedlomensis,17.38,Nototropis vedlomensis,179538,ES100min5_2012
Nototropis vedlomensis,1,Nototropis vedlomensis,179538,AMBI_EG
Nucula,24.07,Nucula,138262,ES100avg_2012
Nucula,13.09,Nucula,138262,ES100min5_2012
Nucula,1,Nucula,138262,AMBI_EG
Nucula hanleyi,22.14,Nucula hanleyi,140588,ES100avg_2012
Nucula hanleyi,17.15,Nucula hanleyi,140588,ES100min5_2012
Nucula hanleyi,1,Nucula hanleyi,140588,AMBI_EG
Nucula nitidosa,21.6,Nucula nitidosa,140589,ES100avg_2018
Nucula nitidosa,22.3,Nucula nitidosa,140589,ES100avg_2012
Nucula nitidosa,9.3,Nucula nitidosa,140589,ES100min5_2018
Nucula nitidosa,9.3,Nucula nitidosa,140589,ES100min5_2012
Nucula nitidosa,1,Nucula nitidosa,140589,AMBI_EG
Nucula nucleus,29.7,Nucula nucleus,140590,ES100avg_2018
Nucula nucleus,10.44,Nucula nucleus,140590,ES100min5_2018
Nucula nucleus,1,Nucula nucleus,140590,AMBI_EG
Nucula sulcata,28.3,Nucula sulcata,140592,ES100avg_2018
Nucula sulcata,26.08,Nucula sulcata,140592,ES100avg_2012
Nucula sulcata,11.82,Nucula sulcata,140592,ES100min5_2018
Nucula sulcata,11.87,Nucula sulcata,140592,ES100min5_2012
Nucula sulcata,1,Nucula sulcata,140592,AMBI_EG
Nucula tumidula,27.36,Nucula tumidula,140593,ES100avg_2018
Nucula tumidula,27.11,Nucula tumidula,140593,ES100avg_2012
Nucula tumidula,6.97,Nucula tumidula,140593,ES100min5_2018
Nucula tumidula,11.24,Nucula tumidula,140593,ES100min5_2012
Nucula tumidula,1,Nucula tumidula,140593,AMBI_EG
Nucula turgida,26.22,Nucula turgida,152274,ES100avg_2018
Nucula turgida,25.7,Nucula turgida,152274,ES100avg_2012
Nucula turgida,12.76,Nucula turgida,152274,ES100min5_2018
Nucula turgida,12.76,Nucula turgida,152274,ES100min5_2012
Nucula turgida,1,Nucula turgida,152274,AMBI_EG
Nuculana minuta,30.73,Nuculana minuta,140577,ES100avg_2018
Nuculana minuta,27.71,Nuculana minuta,140577,ES100avg_2012
Nuculana minuta,9.24,Nuculana minuta,140577,ES100min5_2018
Nuculana minuta,10.24,Nuculana minuta,140577,ES100min5_2012
Nuculana minuta,1,Nuculana minuta,140577,AMBI_EG
Nuculana pernula,31.68,Nuculana pernula,140579,ES100avg_2018
Nuculana pernula,23.36,Nuculana pernula,140579,ES100avg_2012
Nuculana pernula,10.21,Nuculana pernula,140579,ES100min5_2018
Nuculana pernula,11.93,Nuculana pernula,140579,ES100min5_2012
Nuculana pernula,1,Nuculana pernula,140579,AMBI_EG
Nudibranchia,22.47,Nudibranchia,1762,ES100avg_2012
Nudibranchia,10.03,Nudibranchia,1762,ES100min5_2012
Octobranchus floriceps,35.9,Octobranchus floriceps,131570,ES100avg_2018
Octobranchus floriceps,23.39,Octobranchus floriceps,131570,ES100min5_2018
Octobranchus floriceps,2,Octobranchus floriceps,131570,AMBI_EG
Oediceropsis brevicornis,31.85,Oediceropsis brevicornis,102904,ES100avg_2018
Oediceropsis brevicornis,14.8,Oediceropsis brevicornis,102904,ES100min5_2018
Oediceropsis brevicornis,0,Oediceropsis brevicornis,102904,AMBI_EG
Oenopota,31.88,Oenopota,137826,ES100avg_2018
Oenopota,12.06,Oenopota,137826,ES100min5_2018
Oenopota,1,Oenopota,137826,AMBI_EG
Oligochaeta,11.2,Oligochaeta,2036,ES100avg_2018
Oligochaeta,8.51,Oligochaeta,2036,ES100avg_2012
Oligochaeta,1.75,Oligochaeta,2036,ES100min5_2018
Oligochaeta,2.41,Oligochaeta,2036,ES100min5_2012
Oligochaeta,5,Oligochaeta,2036,AMBI_EG
Onchnesoma squamatum,34.37,Onchnesoma squamatum,136065,ES100avg_2018
Onchnesoma squamatum,33.09,Onchnesoma squamatum,136065,ES100avg_2012
Onchnesoma squamatum,18.32,Onchnesoma squamatum,136065,ES100min5_2018
Onchnesoma squamatum,23.5,Onchnesoma squamatum,136065,ES100min5_2012
Onchnesoma squamatum,1,Onchnesoma squamatum,136065,AMBI_EG
Onchnesoma steenstrupii steenstrupii,28.65,Onchnesoma steenstrupii steenstrupii,410742,ES100avg_2018
Onchnesoma steenstrupii steenstrupii,29.06,Onchnesoma steenstrupii steenstrupii,410742,ES100avg_2012
Onchnesoma steenstrupii steenstrupii,4.21,Onchnesoma steenstrupii steenstrupii,410742,ES100min5_2018
Onchnesoma steenstrupii steenstrupii,11.57,Onchnesoma steenstrupii steenstrupii,410742,ES100min5_2012
Onchnesoma steenstrupii steenstrupii,1,Onchnesoma steenstrupii steenstrupii,410742,AMBI_EG
Ophelia limacina,32.4,Ophelia limacina,130494,ES100avg_2012
Ophelia limacina,21.97,Ophelia limacina,130494,ES100min5_2012
Ophelia limacina,1,Ophelia limacina,130494,AMBI_EG
Ophelina,22.29,Ophelina,129414,ES100avg_2012
Ophelina,6.95,Ophelina,129414,ES100min5_2012
Ophelina,0,Ophelina,129414,AMBI_EG
Ophelina acuminata,23.71,Ophelina acuminata,130500,ES100avg_2018
Ophelina acuminata,23.71,Ophelina acuminata,130500,ES100avg_2012
Ophelina acuminata,4.4,Ophelina acuminata,130500,ES100min5_2018
Ophelina acuminata,6.87,Ophelina acuminata,130500,ES100min5_2012
Ophelina acuminata,3,Ophelina acuminata,130500,AMBI_EG
Ophelina cylindricaudata,31.16,Ophelina cylindricaudata,130503,ES100avg_2018
Ophelina cylindricaudata,27.92,Ophelina cylindricaudata,130503,ES100avg_2012
Ophelina cylindricaudata,11.49,Ophelina cylindricaudata,130503,ES100min5_2018
Ophelina cylindricaudata,11.95,Ophelina cylindricaudata,130503,ES100min5_2012
Ophelina cylindricaudata,1,Ophelina cylindricaudata,130503,AMBI_EG
Ophelina minima,23.59,Ophelina minima,130506,ES100avg_2018
Ophelina minima,23.43,Ophelina minima,130506,ES100avg_2012
Ophelina minima,14.85,Ophelina minima,130506,ES100min5_2018
Ophelina minima,14.85,Ophelina minima,130506,ES100min5_2012
Ophelina minima,1,Ophelina minima,130506,AMBI_EG
Ophelina modesta,20.76,Ophelina modesta,130507,ES100avg_2018
Ophelina modesta,21.25,Ophelina modesta,130507,ES100avg_2012
Ophelina modesta,9.62,Ophelina modesta,130507,ES100min5_2018
Ophelina modesta,10.97,Ophelina modesta,130507,ES100min5_2012
Ophelina modesta,3,Ophelina modesta,130507,AMBI_EG
Ophelina norvegica,23.99,Ophelina norvegica,130508,ES100avg_2018
Ophelina norvegica,23.94,Ophelina norvegica,130508,ES100avg_2012
Ophelina norvegica,10.7,Ophelina norvegica,130508,ES100min5_2018
Ophelina norvegica,10.67,Ophelina norvegica,130508,ES100min5_2012
Ophelina norvegica,1,Ophelina norvegica,130508,AMBI_EG
Ophiacantha bidentata,32.81,Ophiacantha bidentata,124978,ES100avg_2012
Ophiacantha bidentata,25.72,Ophiacantha bidentata,124978,ES100min5_2012
Ophiacantha bidentata,2,Ophiacantha bidentata,124978,AMBI_EG
Ophiocten affinis,27.02,Ophiocten affinis,124850,ES100avg_2018
Ophiocten affinis,22.11,Ophiocten affinis,124850,ES100avg_2012
Ophiocten affinis,5.78,Ophiocten affinis,124850,ES100min5_2018
Ophiocten affinis,9.75,Ophiocten affinis,124850,ES100min5_2012
Ophiocten affinis,2,Ophiocten affinis,124850,AMBI_EG
Ophiocten sericeum,19.3,Ophiocten sericeum,124860,ES100avg_2012
Ophiocten sericeum,11.26,Ophiocten sericeum,124860,ES100min5_2012
Ophiocten sericeum,2,Ophiocten sericeum,124860,AMBI_EG
Ophiopholis aculeata,35.36,Ophiopholis aculeata,125125,ES100avg_2018
Ophiopholis aculeata,28.41,Ophiopholis aculeata,125125,ES100avg_2012
Ophiopholis aculeata,7.2,Ophiopholis aculeata,125125,ES100min5_2018
Ophiopholis aculeata,19.86,Ophiopholis aculeata,125125,ES100min5_2012
Ophiopholis aculeata,2,Ophiopholis aculeata,125125,AMBI_EG
Ophiura,29.58,Ophiura,123574,ES100avg_2018
Ophiura,27.14,Ophiura,123574,ES100avg_2012
Ophiura,9.74,Ophiura,123574,ES100min5_2018
Ophiura,5.12,Ophiura,123574,ES100min5_2012
Ophiura,2,Ophiura,123574,AMBI_EG
Ophiura (Dictenophiura) carnea,29.85,Ophiura (Dictenophiura) carnea,125190,ES100avg_2018
Ophiura (Dictenophiura) carnea,10.1,Ophiura (Dictenophiura) carnea,125190,ES100min5_2018
Ophiura (Dictenophiura) carnea,2,Ophiura (Dictenophiura) carnea,125190,AMBI_EG
Ophiura albida,27.9,Ophiura albida,124913,ES100avg_2018
Ophiura albida,24.27,Ophiura albida,124913,ES100avg_2012
Ophiura albida,9.29,Ophiura albida,124913,ES100min5_2018
Ophiura albida,12.01,Ophiura albida,124913,ES100min5_2012
Ophiura albida,2,Ophiura albida,124913,AMBI_EG
Ophiura ophiura,27.9,Ophiura ophiura,124929,ES100avg_2018
Ophiura ophiura,13.8,Ophiura ophiura,124929,ES100min5_2018
Ophiura ophiura,2,Ophiura ophiura,124929,AMBI_EG
Ophiura robusta,32.27,Ophiura robusta,124933,ES100avg_2018
Ophiura robusta,27.21,Ophiura robusta,124933,ES100avg_2012
Ophiura robusta,11.04,Ophiura robusta,124933,ES100min5_2018
Ophiura robusta,14.23,Ophiura robusta,124933,ES100min5_2012
Ophiura robusta,2,Ophiura robusta,124933,AMBI_EG
Ophiura sarsii,30.88,Ophiura sarsii,124934,ES100avg_2018
Ophiura sarsii,23.12,Ophiura sarsii,124934,ES100avg_2012
Ophiura sarsii,10.08,Ophiura sarsii,124934,ES100min5_2018
Ophiura sarsii,10.08,Ophiura sarsii,124934,ES100min5_2012
Ophiura sarsii,2,Ophiura sarsii,124934,AMBI_EG
Ophiurida,27.81,Ophiurida,123117,ES100avg_2012
Ophiurida,15.53,Ophiurida,123117,ES100min5_2012
Ophiuroidea,26.19,Ophiuroidea,123084,ES100avg_2012
Ophiuroidea,7.41,Ophiuroidea,123084,ES100min5_2012
Ophiuroidea,2,Ophiuroidea,123084,AMBI_EG
Ophryotrocha,9.84,Ophryotrocha,129266,ES100avg_2018
Ophryotrocha,14.11,Ophryotrocha,129266,ES100avg_2012
Ophryotrocha,1.93,Ophryotrocha,129266,ES100min5_2018
Ophryotrocha,7.5,Ophryotrocha,129266,ES100min5_2012
